"id","name","host_id","host_name","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
927631124503351424,"Upscale Townhome w/ Stunning Rooftop Views",56037419,"Veena & Brad",39.7493334724911,-104.977982964607,"Entire home/apt",419,3,38,"2024-06-09",3.31,2,221,38,"2023-BFN-0017375"
928254000255990784,"Artsy Bungalow w Fenced Yard",35570295,"Shelby",39.7353021949425,-104.892484350079,"Entire home/apt",221,2,5,"2024-06-09",1.13,1,141,5,"2023-BFN-0028150"
928383916146161920,"Private Entrance Bed and Bath Near I-70 & I-25",13979333,"Tamara",39.785471,-105.015443,"Entire home/apt",99,1,28,"2024-06-10",2.72,1,109,28,"2023-BFN-0024346"
929689767227058048,"Cute House In Denver—perfect for family getaways!",94098859,"Noam",39.775437901521,-105.05109144176,"Entire home/apt",NA,1,3,"2024-02-11",0.4,1,0,3,"2023-BFN-0034577"
929710473437087616,"2 B/2B Home in Denver, CO without a cleaning fee",172934000,"Michelle",39.6827328163442,-104.946073491635,"Entire home/apt",186,1,1,"2024-06-25",1,1,25,1,"2024-BFN-0006685"
929796887472133888,"Modern Denver Home",31085737,"Matthew",39.7657648310451,-105.002753701419,"Entire home/apt",200,2,0,"",NA,1,178,0,"2023-BFN-0030529"
929834061620598656,"1890's Victorian",27460785,"Ian",39.73134,-104.95462,"Entire home/apt",350,6,9,"2024-06-06",0.79,1,73,9,"2022-BFN-0000871"
930004027322785152,"Private bedroom, bathroom and parking",14528662,"Antonio",39.75911,-104.94461,"Private room",NA,2,9,"2024-06-24",1.48,1,1,9,"2023-BFN-0027117"
930504955669101696,"Cozy 1BD Luxury in LoDo with private terrrace",66881693,"Dominik",39.7554048,-105.0010236,"Entire home/apt",396,3,5,"2024-04-15",0.54,1,361,5,"2023-BFN-0025762"
931057809034591232,"Modern Sunnyside Townhome - 3 Bedroom/3.5 Bath",63538704,"Joe",39.776723383894,-105.006040798866,"Entire home/apt",460,2,27,"2024-06-04",2.64,1,73,27,"2023-BFN-0022721"
931094715422456320,"Suite Style Private Bed & Bath in Denver House",524475441,"Karim",39.78217,-104.9555,"Private room",58,90,1,"2023-11-30",0.14,3,363,1,""
931776856571177728,"Modern 3-Bedroom with Rooftop in Sloan's Lake",108914902,"Benjamin",39.7449829199291,-105.027336306196,"Entire home/apt",362,3,16,"2024-06-16",1.4,1,32,16,"2023-BFN-0021125"
931822280755117056,"Downtown  Hideaway",84897208,"Brandon",39.73881,-105.04731,"Entire home/apt",93,29,0,"",NA,1,180,0,""
931845014690166016,"Carriage House - Guest Suite",20227860,"Zelda",39.72995,-104.94571,"Entire home/apt",132,1,7,"2024-06-02",1.12,2,258,7,"2023-BFN-0008360"
932008404989142144,"Artsy Full Unit, Pet Friendly, 10 Min to Downtown",380011152,"Christina",39.7115974423801,-104.988743551075,"Entire home/apt",94,1,16,"2024-06-24",1.98,2,41,16,"2023-BFN-0032201"
932274272259564416,"Zen Studio W/ Fireplace-PS5-Heated Bathroom Floors",44866752,"Anthony",39.72897,-105.00169,"Entire home/apt",NA,1,90,"2024-06-20",8.11,2,309,90,"2022-BFN-0012397"
932496844492137984,"Denver Glitter & Games Getaway",97415594,"Cassie",39.7031855617732,-104.874696316188,"Entire home/apt",NA,2,0,"",NA,2,287,0,"2022-BFN-0005130"
932548411172224512,"Rent prívate room",142099684,"Miguel",39.7342692789686,-105.006032695106,"Private room",61,30,0,"",NA,1,363,0,""
932652015007661056,"New! Modern Home w/ Hot tub, Mountain & City Views",24974533,"Jacob",39.7598,-104.97399,"Entire home/apt",460,3,8,"2024-06-16",1.18,1,25,8,"2023-BFN-0043370"
932726720423526400,"Wabash Park",77082172,"Benjamin",39.7411019,-104.8897221,"Entire home/apt",135,2,22,"2024-06-18",2.09,1,315,22,"2023-BFN-0025065"
933296265090097280,"Historic home in Sunnyside",1838,"Jennifer",39.7713857333385,-105.000579925325,"Entire home/apt",NA,2,3,"2023-10-23",0.34,2,0,3,"2023-BFN-0022229"
933296445528550656,"Best of Sunnyside",1838,"Jennifer",39.7713596263816,-105.002545038918,"Private room",79,1,29,"2024-06-27",2.54,2,0,29,"2023-BFN-0022229"
933411557338689408,"Mile High Retreat! Adorable 1-Bedroom Hideaway",479520142,"StayRN",39.7434436716222,-105.02745562015,"Entire home/apt",77,29,1,"2024-01-22",0.19,97,335,1,""
933438977786237184,"Congress Park I Cherry Creek I Pet/Family Friendly",72164908,"Atomic",39.7269476,-104.9616337,"Entire home/apt",1112,2,19,"2024-05-28",1.73,43,158,19,"2023-BFN-0019404"
933443761444297728,"One bedroom apartment w balcony.",129431860,"Aleko",39.742879661812,-104.974002465606,"Entire home/apt",NA,180,11,"2024-06-26",1.33,1,147,11,"2023-BFN-0039999"
933456017961856512,"New Build Private Guest Suite in SE Denver",121874090,"Edward",39.68095,-104.92126,"Entire home/apt",81,1,71,"2024-06-14",6.03,1,69,71,"2023-BFN-0022238"
933510518179328384,"Contemporary Boutique Condo-Oct thru Dec open",31861238,"Maureen",39.7629328,-105.0100577,"Entire home/apt",76,30,3,"2024-03-18",0.44,1,181,3,""
934009861037532928,"Sandra Fettingis Art Suite 107",24326234,"Christina",39.73446,-104.98966,"Entire home/apt",214,1,10,"2024-06-07",0.88,28,312,10,"2023-BFN-0005457"
934086821068102528,"The Carriage House",509915863,"Vacasa Guestworks",39.75591,-105.03506,"Private room",122,2,2,"2023-09-10",0.2,6,364,2,"2022-BFN-0008394"
934103694650524416,"Highlands Mid-Term | Private Yard | 87 Walk Score",180973831,"Kyle",39.7640489603062,-105.036133513238,"Entire home/apt",165,30,3,"2024-04-08",0.37,1,181,3,""
934141979138867456,"Artists Apartment",128615476,"Gina",39.73797,-104.98212,"Entire home/apt",141,1,39,"2024-06-28",4.25,1,123,39,"2023-BFN-0033180"
934313805216100224,"Incredible 10 Shower Head Steamer-Gorgeous Views!",209814804,"Mark",39.7504408325755,-104.996741985233,"Entire home/apt",328,1,11,"2024-01-01",0.99,2,28,11,"2023-BFN-0032047"
934548256032355200,"Elati Guesthouse",509915863,"Vacasa Guestworks",39.72873,-104.99285,"Entire home/apt",127,3,2,"2023-10-08",0.2,6,363,2,"2017-BFN-0001292"
934833079208557568,"Modern Apartment Downtown Denver",234425875,"Owen",39.7518807,-104.9918623,"Entire home/apt",283,1,12,"2024-06-06",1.14,1,146,12,"2023-BFN-0023367"
934978553595122176,"Romantic Apartment+Balcony, Sleeps 6, FREE Parking",504607367,"Angela",39.73819,-104.96429,"Entire home/apt",258,1,20,"2024-06-24",1.81,3,147,20,"2022-BFN-0018256"
935596864372768896,"Beautiful 4 bedroom/3 bathroom Family Home",310464814,"Carrie",39.7345,-104.92142,"Entire home/apt",190,30,0,"",NA,1,319,0,""
936583893140647040,"Private and Cozy Basement Suite",525743182,"Sana",39.79356,-104.74316,"Entire home/apt",152,2,25,"2024-06-12",2.23,1,132,25,"2023-BFN-0023168"
936895431965239680,"The house across from the park.",208031420,"Cathryn",39.79001,-104.7644,"Private room",72,1,70,"2024-06-26",6.4,1,310,70,"2023-BFN-0019215"
937705782304199424,"1BR Near Denver International",479520142,"StayRN",39.8077732125883,-104.767592933908,"Entire home/apt",95,30,3,"2024-06-18",0.3,97,228,3,""
937746551888343680,"Clayton at City Park",99482661,"Edyie",39.75907,-104.95425,"Entire home/apt",105,1,18,"2024-06-15",1.75,1,44,18,"2023-BFN-0024055"
937818769288654720,"Home 2 furnished Basement",288528072,"Bee",39.7830719,-104.7490342,"Private room",89,7,0,"",NA,1,95,0,"2022-BFN-0011871"
938194094742109568,"LoDo Oasis",120768647,"Kayla",39.7549006,-105.0009665,"Entire home/apt",300,4,6,"2023-10-27",0.53,1,46,6,"2023-BFN-0023897"
938256594905944448,"Stecks Roost Now Has 1&2 BR Option Your Choice!",203068647,"Rick And Betty",39.70251,-104.96757,"Entire home/apt",110,2,9,"2024-06-18",2.41,2,85,9,"2019-BFN-0002063"
938342065794106240,"1 BR / 1 BA with Office Denver Rino Shared Home",37419729,"Tamara",39.77837,-104.98476,"Private room",85,29,1,"2024-02-24",0.23,2,132,1,""
938480195761959424,"Cozy Guest Room in Sloan Lake",115847243,"Erica",39.729999989688,-105.036918078469,"Private room",99,1,18,"2024-06-16",1.61,1,144,18,"2023-BFN-0022040"
938698292534444416,"LH-523 Luxury 2 bedroom 2 bath",452537929,"Lark",39.7437841493783,-105.04202846599,"Entire home/apt",160,90,0,"",NA,21,363,0,""
939080907602144256,"Urban Five Points Townhouse",103274068,"James",39.7501034,-104.9803791,"Entire home/apt",309,29,11,"2024-06-24",1.1,1,355,11,"2023-BFN-0019411"
939178330322783104,"302J-Denver one bed",452537929,"Lark",39.7311355023211,-104.93141446775,"Entire home/apt",62,30,3,"2024-05-26",0.29,21,330,3,""
939309483683937280,"Gina Ilcyszyn Art Suite 106",24326234,"Christina",39.73508,-104.98934,"Entire home/apt",214,1,22,"2024-06-09",2.01,28,288,22,"2023-BFN-0005457"
939361101175244416,"Sunlit Oasis: Modern home | RiNo",350078563,"Jose",39.768367,-104.9718567,"Entire home/apt",212,2,36,"2024-06-05",3.2,1,339,36,"2023-BFN-0020247"
939764182206900992,"Cozy Hideaway | Outdoor Bliss",526887280,"Nathan",39.79004,-105.05346,"Entire home/apt",172,2,19,"2024-06-24",1.69,1,151,19,"2023-BFN-0015339"
939894980750685696,"3BR Modern Rosedale Retreat, 1 mile from S Pearl",526931695,"Mike",39.6774206838848,-104.986673226275,"Entire home/apt",270,1,17,"2023-12-31",1.51,1,23,17,"2023-BFN-0020885"
939928023980914176,"1 Bedroom 1 Bath 37th Floor Condo at Spire",445697747,"Tim",39.7458542891587,-104.994876930993,"Entire home/apt",204,30,2,"2023-11-06",0.19,21,294,2,""
940031583585243776,"Renovated Hidden-Gem and coffee bar (local roasts)",526892169,"Sebastian",39.7349071647022,-104.884745128461,"Entire home/apt",137,2,17,"2024-06-20",1.51,1,191,17,"S20118357-0002"
940602024813125376,"SPIRE 2302: Two Bedroom Stunner",460083844,"Susan",39.7448735,-104.9955682,"Entire home/apt",183,29,2,"2024-05-26",0.28,24,315,2,""
941275470654986240,"Top floor condo in Congress Park",3073686,"Scott",39.7382827748905,-104.959478950855,"Entire home/apt",75,30,0,"",NA,1,210,0,""
941324713073717760,"2BD/2BR Townhome in Denver/Mountains",145437816,"Phillip",39.7416390286499,-105.034041611324,"Entire home/apt",162,30,2,"2024-06-26",0.64,1,237,2,""
941388147763944448,"Designer's Urban Studio Flat",86296665,"Astrid",39.73313,-104.93845,"Entire home/apt",125,2,2,"2024-06-26",2,1,22,2,"2023-BFN-0028189"
942059118341532288,"RiNO Industrial Retreat",100409495,"Cindy",39.756,-104.97266,"Entire home/apt",300,1,10,"2024-06-27",4.35,2,203,10,"2023-BFN-0042229"
942120855500994560,"Heart of WashPark & BonnieBrae! Dining, Pubs, Café",6576862,"Beau",39.7040471592138,-104.961178056382,"Entire home/apt",330,2,28,"2024-06-25",3.98,1,200,28,"2023-BFN-0034003"
942200062580040192,"Updated Cozy Hideaway in Historic Baker",16056447,"Ariel",39.72266,-104.99676,"Entire home/apt",125,2,20,"2024-06-04",1.79,1,13,20,"2023-BFN-0020989"
942217619826889856,"Tranquil 2-BR Haven: Peaceful, Clean, Comfy, Nice!",150373268,"Jon Jax",39.6964455772579,-104.914842168351,"Entire home/apt",108,1,76,"2024-06-28",6.67,1,97,76,"2022-BFN-0019142"
942891170875891456,"One-bedroom luxury apartment in the heart of LoDo",131227059,"Bailey",39.7520106,-104.9953374,"Entire home/apt",216,2,6,"2024-06-27",5.14,1,116,6,"2024-BFN-0018572"
942892067624073984,"Executive Guest Suite Entire Pl",14129709,"Mildred",39.6774175643562,-104.921869512781,"Entire home/apt",189,30,0,"",NA,1,365,0,"2022-BFN-0017211"
943103204160569344,"The Re-Imagined Family Guest House",527761469,"Dalila",39.6954465419782,-105.031121654526,"Entire home/apt",125,1,30,"2024-06-28",3.75,1,292,30,"2023-BFN-0033023"
943346570709669504,"Modern Designer Home | Best Neighborhood | Hot Tub",197504257,"Chloe",39.7734280849225,-105.046423858637,"Entire home/apt",1090,2,2,"2024-06-04",0.71,1,87,2,"2023-BFN-0029738"
943459820236585728,"Denver Boho Haven",66237283,"Samantha",39.7665017349232,-104.927555508141,"Entire home/apt",111,30,0,"",NA,1,228,0,"2023-BFN-0026218"
943529983588766464,"Newly remodeled apartment! Pet Friendly!",31858502,"Brian",39.7153989310818,-105.040155960028,"Entire home/apt",99,29,1,"2023-08-29",0.1,3,56,1,""
943635057589256320,"Modern Spacious|5BR3.5B|DIA|Gaylord|GVRGolf|CU Med",302438077,"Y",39.7699906343863,-104.75957111237,"Entire home/apt",564,3,22,"2024-06-25",2.01,1,180,22,"2023-BFN-0023936"
944078429968791552,"Remodeled historic 3bed/3.5 bath Denver gem",4766541,"Elisabeth",39.6920837030792,-104.982664194255,"Entire home/apt",250,2,21,"2024-05-27",1.91,3,13,21,"2023-BFN-0016175"
944159060683517312,"Modern Three-Story Townhome in Denver’s Highlands",107067687,"Kyle",39.769624,-105.0523162,"Entire home/apt",111,30,9,"2024-03-24",0.91,1,220,9,"2023-BFN-0021049"
944176255141758976,"Urban Oasis: Rino House - Jungle-Inspired Comfort",160633950,"Jessica",39.7557373539823,-104.985513162508,"Entire home/apt",343,2,30,"2024-06-25",2.88,4,226,30,"2023-BFN-0023223"
944243128120386688,"Tiki Townhouse-RiNo District-Close to Everything!",69551645,"John",39.77083,-104.96588,"Entire home/apt",156,2,12,"2024-06-04",1.55,2,50,12,"2023-BFN-0035859"
944258274315637120,"The Olive Oasis",528085143,"Lisa",39.7523810035161,-104.907852543261,"Entire home/apt",124,3,22,"2024-06-16",2.06,1,73,22,"2023-BFN-0023496"
944295055727631872,"Remodeled LoHi 2b/2b Condo",343743763,"Walker",39.7633809887101,-105.004332842328,"Entire home/apt",115,30,4,"2024-06-01",0.4,2,251,4,""
944465360033641472,"Entire 2 Bdrm 1 ba Denver Condominium Yellow Condo",88156830,"Jenn",39.80379,-104.76987,"Entire home/apt",80,30,3,"2024-05-31",0.48,3,335,3,""
944927278102043904,"Fantastic city launch pad",26852378,"Krystal",39.76235,-104.9656,"Private room",65,2,16,"2023-12-21",1.5,2,123,16,"2022-BFN-0005479"
945015453917662336,"Spire 2015 - 20th Floor Views - Downtown Denver",460083844,"Susan",39.74369,-104.99461,"Entire home/apt",130,29,1,"2024-01-03",0.17,24,329,1,""
945685889896517632,"Renovated house in walkable LoHi",47903748,"Wendy",39.7646311115915,-105.011997985709,"Entire home/apt",125,30,1,"2023-10-01",0.11,1,241,1,""
945855403585957248,"City View House 2BED/2BATH 30+ Days",244624218,"Ericka",39.7573099990145,-105.0022100674,"Entire home/apt",163,30,1,"2023-12-09",0.15,1,241,1,""
947189328368965632,"Beautiful Denver House!",3625067,"Merritt",39.74869,-105.02708,"Entire home/apt",255,29,0,"",NA,1,302,0,""
947245652714044544,"Basement Oasis in Central Park",56653530,"John & Sarah",39.7666159055626,-104.883417554918,"Entire home/apt",154,2,10,"2024-06-15",1,1,168,10,"2023-BFN-0024336"
947351549736904576,"3BR House Close to RINO and Downtown Denver",334314882,"Tony",39.7585896197114,-104.975769834456,"Entire home/apt",199,1,22,"2024-06-01",2.04,4,0,22,"2022-BFN-0003337"
947755798862111104,"4BR home w/rooftop patio, firepit, hot tub, grill",509915863,"Vacasa Guestworks",39.7448556654737,-105.032967300057,"Entire home/apt",336,2,25,"2024-06-24",2.32,6,334,25,"2023-BFN-0012718"
947850907726098176,"1 Bedroom 1 Bath 12th Floor Condo at Spire",445697747,"Tim",39.74601,-104.99608,"Entire home/apt",190,30,0,"",NA,21,294,0,""
947871798118765824,"1 Bedroom 1 Bath 27th Floor Condo at Spire",445697747,"Tim",39.7456220329454,-104.994502440999,"Entire home/apt",190,30,0,"",NA,21,264,0,""
947969061366032896,"Easy 15min to Phish|Stellar Mtn Views",33703515,"Anna & Brooke",39.79041,-105.03806,"Entire home/apt",249,1,20,"2024-06-21",1.99,4,345,20,""
948015569820571264,"Colorful cozy guesthouse 20 mins from Red Rocks!",13628626,"Angela",39.7024375818072,-105.009270358453,"Entire home/apt",140,2,37,"2024-06-28",4.3,1,86,37,"2023-BFN-0028349"
948086906320102784,"RiNo Big Game Lodge",35506484,"Austin",39.7660872,-104.9742866,"Entire home/apt",NA,1,0,"",NA,1,0,0,"2023-BFN-0028532"
948108554357720320,"Urban Oasis: Cozy 1 Bedroom Basement Suite!",139675134,"Ryan",39.7607416,-104.9190363,"Entire home/apt",143,2,48,"2024-06-09",4.78,1,358,48,"2023-BFN-0028344"
948592232603984128,"Your Denver Home",77574895,"Drew",39.7225723,-105.0322493,"Private room",82,2,18,"2024-06-21",2.13,1,355,18,"2023-BFN-0031081"
948623995756957312,"Hip - Urban Flat w/ secured parking garage",52759882,"Brandon",39.757282,-104.9849118,"Entire home/apt",219,2,26,"2024-06-23",2.45,2,116,26,"2023-BFN-0023743"
949281145965526656,"Urban Escape",416637142,"Marc And Rie",39.74982,-105.02502,"Entire home/apt",529,3,2,"2024-06-16",0.2,2,329,2,"2022-BFN-0010561"
949302378442271616,"New! Centrl Park Area - Food Scene & Green Space",34955862,"Scott",39.7571486,-104.8609554,"Entire home/apt",79,1,5,"2024-06-17",0.58,36,258,5,"2023-BFN-0028251"
949580192845772160,"Highlands I Denver I Red Rocks I High Speed Wi-Fi",72164908,"Atomic",39.7644456892757,-105.009817499496,"Entire home/apt",145,1,44,"2024-06-05",4.05,43,74,44,"2022-BFN-0004670"
949582536856545920,"30-day Rental I Highlands I LoHi I Denver I 1bd",72164908,"Atomic",39.7659392394848,-105.009671519633,"Entire home/apt",114,29,3,"2024-05-20",0.48,43,52,3,""
950001051197836928,"Sonder Ceros | Two-Bedroom Apartment",219524979,"Sonder (Denver)",39.76501,-104.97463,"Entire home/apt",213,1,187,"2024-06-15",17.59,23,363,187,"2023-BFN-0022271"
950020894876021504,"Sonder Ceros | One-Bedroom Apartment",219524979,"Sonder (Denver)",39.7646144166222,-104.976807409822,"Entire home/apt",165,1,82,"2024-06-10",7.59,23,362,82,"2023-BFN-0022271"
950159771231547648,"Downtown Denver Luxury LoDo Loft",7716897,"Joel",39.7543465,-105.0046521,"Entire home/apt",200,2,36,"2024-06-23",3.67,1,113,36,"2023-BFN-0028799"
950770239151296000,"Zitrone House - Entire stand-alone home!",529898496,"Kailey",39.68552,-104.98168,"Entire home/apt",162,2,18,"2024-06-09",2.47,1,131,18,"2023-BFN-0028410"
951602859066866560,"Spacious Home Near Airport | View | Comfy Beds",530468818,"Kaela",39.7957025,-104.7809691,"Entire home/apt",178,3,42,"2024-06-24",3.88,2,37,42,"2023-BFN-0025653"
951966645219427840,"Nikki is a happy person in her I",529937010,"Morenike",39.7853395887285,-104.749886255724,"Private room",103,1,0,"",NA,2,270,0,"2023-BFN-0032622"
952120358077569536,"Modern Home+Impeccable Design",6740624,"Kevin",39.6754504,-104.9883448,"Entire home/apt",NA,29,4,"2024-04-27",0.44,13,16,4,""
952137593847399424,"Historic District Haven 2bd",6029292,"Angela",39.7392331833241,-104.950881663454,"Entire home/apt",114,29,1,"2023-12-02",0.14,1,129,1,""
952164213535784832,"Private space with theater @ DU! Walk to it all!",10322144,"Sam",39.6777568569237,-104.968508242328,"Entire home/apt",94,2,16,"2024-06-16",1.81,1,163,16,"2023-BFN-0029286"
952285719678674688,"Urban Row Home in the HEART of RiNo! 94 Walk Score",65667711,"Reece",39.76422,-104.97772,"Entire home/apt",203,2,42,"2024-06-10",3.84,1,151,42,"2022-BFN-0015892"
952292118989437568,"Stunning Getaway for Couples, Families, and Nomads",54253868,"Kevin",39.7137340932096,-105.033978368922,"Entire home/apt",179,2,26,"2024-06-25",2.84,1,23,26,"2023-BFN-0034285"
952345550639267072,"Bonnie Brae/Belcaro Beauty",1586372,"Michael",39.7013373788536,-104.950870207424,"Entire home/apt",338,1,5,"2024-05-19",0.49,1,95,5,"2023-BFN-0016245"
952403007031354624,"2nd-floor apartment in Highlands",530350732,"Highlands BnB",39.76619,-105.01539,"Entire home/apt",181,2,49,"2024-06-24",4.54,1,52,49,"2021-BFN-0005720"
952411800728489472,"Classic Denver Bungalow in Trendy Neighborhood!",50323345,"Amanda",39.77376,-105.04952,"Entire home/apt",NA,29,1,"2023-10-14",0.11,1,0,1,""
952794849862808192,"Denver City View High Rise",389847443,"Ryan",39.7451614676503,-104.997832377354,"Entire home/apt",85,30,2,"2024-04-04",0.24,1,210,2,""
952888967129176320,"Charming  Bungalow",342795285,"Pj",39.7619,-104.90331,"Entire home/apt",99,30,1,"2024-02-01",0.2,2,235,1,""
953478517355407616,"Explore CO - Central Family Home/Pets",529514123,"Barak",39.6820358255989,-104.985553086499,"Entire home/apt",NA,30,2,"2024-03-16",0.41,1,0,2,""
953667391691934592,"Long-Term Stay Close to Transit",73471492,"Joshua",39.6439408374904,-104.883044925184,"Private room",62,29,0,"",NA,1,89,0,""
953833530088361088,"Downtown Denver Smart House",530757248,"Mark",39.7533814,-104.9831301,"Entire home/apt",490,1,31,"2024-06-09",2.86,1,163,31,"2023-BFN-0023525"
954542162331981312,"Wash Park I Platt Park I Sleeps 15 I Light rail",72164908,"Atomic",39.69583,-104.97991,"Entire home/apt",NA,1,14,"2024-06-08",1.43,43,148,14,"2022-BFN-0017639"
954596807236881408,"Luxury Stay in RiNo Art District",10395352,"Kristin",39.76418,-104.9794,"Entire home/apt",200,2,35,"2024-06-22",3.25,1,36,35,"2023-BFN-0020879"
954970435823534720,"Private, cozy, by the Stadium!",151467350,"Katya",39.7501278,-105.0239397,"Private room",194,1,15,"2024-06-29",1.52,1,298,15,"2023-BFN-0025172"
955032500466774144,"Wash Park Private Haven with W/D",690856,"Jennifer",39.70183,-104.98036,"Entire home/apt",79,1,5,"2024-06-17",1.92,1,17,5,"2024-BFN-0011138"
955230779197744768,"Casa del Sol",13124190,"Darryl",39.6906932128673,-104.906161675906,"Entire home/apt",NA,29,0,"",NA,5,149,0,""
955342875032484480,"One bedroom in Denver",525692454,"Hargewine",39.7853678,-104.8199614,"Entire home/apt",69,55,1,"2024-01-04",0.17,1,364,1,""
955395838025400576,"Remodeled walkable Cherry Creek",23790681,"Victoria",39.7114728227636,-104.943205500473,"Entire home/apt",167,30,0,"",NA,1,224,0,""
955415127952789632,"Comfy Harlan St. Studio",40037712,"Cynthia",39.7855179905298,-105.06093830112,"Entire home/apt",100,2,1,"2024-06-17",1,1,85,1,"2023-BFN-0059186"
955650515139542784,"Explore CO- Hill Top/One Level/Enclosed Sun Room",423899552,"Amer",39.7272343034046,-104.924248859357,"Entire home/apt",145,2,21,"2024-06-24",2.04,1,73,21,"2023-BFN-0016328"
955811758625262464,"Yates Urban Retreat",529768369,"Tanner",39.7363461,-105.051419,"Entire home/apt",185,1,29,"2024-06-16",2.74,1,9,29,"2023-BFN-0029237"
955956364176609792,"2 bdrm home in City Park West",10622011,"Lee",39.74651,-104.9646,"Entire home/apt",NA,2,5,"2024-01-23",0.63,1,0,5,"2023-BFN-0034632"
957286649507801984,"Executive Townhouse/Lowry area",444067670,"Richard",39.7044997690345,-104.885812934023,"Entire home/apt",NA,90,0,"",NA,1,361,0,""
957287791008060544,"Private Entrance to Designer Bedroom/Bathroom",128920865,"Sarah",39.79266,-104.89269,"Private room",91,1,17,"2024-06-24",2.02,1,182,17,"2023-BFN-0033893"
957501743350358400,"DEN Summer LUXE Stay | Hot Tub | Sauna | Family",416017372,"Bill And Monica",39.7673537024972,-104.999351717047,"Entire home/apt",634,2,25,"2024-06-16",2.71,1,272,25,"2023-BFN-0023619"
957785280264995584,"Modern Historic Home | Gym | Office | Patio",148108001,"Dylan",39.7056698591987,-104.985582961599,"Entire home/apt",266,1,10,"2024-06-23",3.53,1,10,10,"2023-BFN-0032639"
957913644115216896,"RiNo Denver House, Private Bedroom, w/ Hot Tub",187690509,"John",39.7746139350204,-104.950994706409,"Private room",39,30,1,"2023-11-01",0.12,3,147,1,""
958086756003697664,"Stylish Denver Retreat - Near City Center!",121718072,"Evolve",39.7559,-104.97364,"Entire home/apt",119,2,10,"2024-06-19",0.97,85,199,10,"2023-BFN-0024713"
958148317597193088,"RARE FIND 2000 SQ ft 17th FLOOR CONDO",88207479,"Dawn",39.7497711583161,-104.996143742488,"Entire home/apt",622,3,10,"2024-06-26",0.97,1,318,10,"2023-BFN-0014208"
958227407214071808,"Private room in a quiet house, room #1",37187148,"David",39.68431,-105.04171,"Private room",32,29,5,"2024-05-06",0.57,3,109,5,""
958688003829071744,"Sunlight Filled Luxury Penthouse",532030286,"Kylen",39.7549697255365,-105.001716557147,"Entire home/apt",499,1,32,"2024-06-06",3.04,1,209,32,"2023-BFN-0016305"
958709925987657856,"Private Bedroom in Renovated Home, Denver-RiNo",524475441,"Karim",39.78281,-104.9551,"Private room",54,90,2,"2024-03-29",0.4,3,364,2,""
958770012748343552,"Monthly Stays in Berkeley",86516847,"Craig",39.77016,-105.04854,"Entire home/apt",95,30,0,"",NA,1,344,0,""
958786189313725952,"New Home with Dream Kitchen",1359271,"Erin",39.67944,-104.9723,"Private room",NA,1,7,"2024-01-16",0.79,1,0,7,"2023-BFN-0033103"
958960538956547840,"Private Entry Mid-Century Apartment With Hot Tub",9336810,"Taylor",39.7305069048239,-104.946096583961,"Entire home/apt",113,3,34,"2024-06-23",4.16,1,126,34,"2023-BFN-0031269"
958965800783040384,"Private Bedroom in Denver-RiNo House",524475441,"Karim",39.78273,-104.95553,"Private room",58,90,5,"2024-05-31",0.56,3,293,5,""
959339127928210816,"•Downtown• 3Bed-2.5Bath Traveler Haven!",120032580,"David",39.7522628558566,-104.989010969229,"Entire home/apt",339,2,76,"2024-06-13",7.57,1,42,76,"2023-BFN-0029028"
959342045072331008,"Franklin Guest Suite",56717775,"Amy",39.7258183708186,-104.963503568561,"Entire home/apt",180,2,21,"2024-06-24",2.04,1,229,21,"2023-BFN-0021676"
959484327327719808,"Cozy Five Points Guest Suite",99116542,"Ryan",39.7572206,-104.9745951,"Entire home/apt",111,1,12,"2024-06-23",3,1,212,12,"2023-BFN-0045530"
959530945095614976,"Downtown Denver Condo w/ Balcony & Mountain Views",121718072,"Evolve",39.74584911921,-104.997958203534,"Entire home/apt",106,30,2,"2024-01-27",0.26,85,325,2,""
959637507840752512,"Garden Level Retreat in Quiet Central Neighborhood",60416456,"Jill",39.7241015107893,-104.969523297563,"Entire home/apt",126,3,13,"2024-06-23",3.64,1,106,13,"2024-BFN-0006595"
960824486636358528,"Downtown Sunny Penthouse",49223382,"Instant Book Homes",39.74145,-104.97201,"Entire home/apt",318,1,11,"2024-04-27",1.22,5,329,11,"2020-BFN-0003914"
960904704423607040,"Entire home w private yard!",19803581,"Shawn",39.72426,-105.02397,"Entire home/apt",NA,2,36,"2024-06-28",4.66,1,199,36,"2023-BFN-0027146"
960917748152331392,"City Park I Uptown I +30 day Rental I Denver I 1bd",72164908,"Atomic",39.7442766,-104.960705,"Entire home/apt",111,29,4,"2024-05-17",0.45,43,118,4,""
961612147692774144,"Front Range Casita (Brand New, 30 day plus stay)",173566787,"Preston",39.7022382347049,-105.048121767424,"Entire home/apt",64,30,3,"2024-03-01",0.36,1,224,3,""
961697104333492992,"Private room with bathroom/shower (self check-in)",482615178,"Thomas",39.7589564628293,-104.94550694815,"Private room",83,1,120,"2024-06-29",11.58,1,45,120,"2023-BFN-0026124"
962074234097337344,"Cozy room Near Denver Airport,",532853530,"Woinshet",39.7905584026903,-104.770290032029,"Private room",42,29,0,"",NA,1,175,0,""
